model,preset,gender,image_index,image_name,original_path,modified_path,ranker_recognizer,rank,gallery_member_path,gallery_asset_path,ranker_cos_distance,gallery_cos_distance_arcface,gallery_cos_distance_adaface,is_source_gallery_match
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,arcface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.18097829818725586,0.18097829818725586,0.20854079723358154,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,arcface,2,ffhq/Part1/02666.png,reports/notebook_assets/ffhq_gallery/02666.png,0.7528321743011475,0.7528321743011475,0.7385890483856201,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,arcface,3,ffhq/Part1/04242.png,reports/notebook_assets/ffhq_gallery/04242.png,0.7693440914154053,0.7693440318107605,0.8306578397750854,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,arcface,4,ffhq/Part1/00243.png,reports/notebook_assets/ffhq_gallery/00243.png,0.7698771357536316,0.7698771357536316,0.7628555297851562,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,arcface,5,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.7716464996337891,0.7716465592384338,0.678773045539856,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,adaface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.2085409164428711,0.18097829818725586,0.20854079723358154,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,adaface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.678773045539856,0.7716465592384338,0.678773045539856,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,adaface,3,ffhq/Part1/01249.png,reports/notebook_assets/ffhq_gallery/01249.png,0.732123851776123,0.7977101802825928,0.732123851776123,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,adaface,4,ffhq/Part1/02781.png,reports/notebook_assets/ffhq_gallery/02781.png,0.7326667308807373,0.774226188659668,0.7326667308807373,False
hyperswap_1a_256,preset_A,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female2.png,adaface,5,ffhq/Part1/02666.png,reports/notebook_assets/ffhq_gallery/02666.png,0.7385890483856201,0.7528321743011475,0.7385890483856201,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,arcface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.1932833194732666,0.19328325986862183,0.20708966255187988,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,arcface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.701049268245697,0.7010493278503418,0.6813880801200867,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,arcface,3,ffhq/Part1/00243.png,reports/notebook_assets/ffhq_gallery/00243.png,0.7514832019805908,0.7514832019805908,0.7924083471298218,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,arcface,4,ffhq/Part1/02338.png,reports/notebook_assets/ffhq_gallery/02338.png,0.78169846534729,0.78169846534729,0.7525593042373657,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,arcface,5,ffhq/Part1/03313.png,reports/notebook_assets/ffhq_gallery/03313.png,0.7842273712158203,0.7842273712158203,0.7954754829406738,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,adaface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.20708966255187988,0.19328325986862183,0.20708966255187988,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,adaface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.6813880801200867,0.7010493278503418,0.6813880801200867,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,adaface,3,ffhq/Part1/02338.png,reports/notebook_assets/ffhq_gallery/02338.png,0.7525593042373657,0.78169846534729,0.7525593042373657,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,adaface,4,ffhq/Part1/02523.png,reports/notebook_assets/ffhq_gallery/02523.png,0.7875564098358154,0.8517968654632568,0.7875564098358154,False
hyperswap_1a_256,preset_A,female,3,female3.png,/srv/filaka-shared/diploma-new/test-img/female3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female3.png,adaface,5,ffhq/Part1/02979.png,reports/notebook_assets/ffhq_gallery/02979.png,0.7920687198638916,0.9016697406768799,0.7920687198638916,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,arcface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.2115612030029297,0.2115612030029297,0.2142389416694641,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,arcface,2,ffhq/Part1/02666.png,reports/notebook_assets/ffhq_gallery/02666.png,0.7158753275871277,0.7158753871917725,0.7353043556213379,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,arcface,3,ffhq/Part1/00243.png,reports/notebook_assets/ffhq_gallery/00243.png,0.7529906034469604,0.7529906034469604,0.7925939559936523,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,arcface,4,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.7622488141059875,0.7622488141059875,0.7111459374427795,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,arcface,5,ffhq/Part1/02781.png,reports/notebook_assets/ffhq_gallery/02781.png,0.7630861401557922,0.7630861401557922,0.7685785293579102,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,adaface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.2142390012741089,0.2115612030029297,0.2142389416694641,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,adaface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.7111459374427795,0.7622488141059875,0.7111459374427795,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,adaface,3,ffhq/Part1/02666.png,reports/notebook_assets/ffhq_gallery/02666.png,0.7353043556213379,0.7158753871917725,0.7353043556213379,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,adaface,4,ffhq/Part1/02781.png,reports/notebook_assets/ffhq_gallery/02781.png,0.7685784697532654,0.7630861401557922,0.7685785293579102,False
hyperswap_1a_256,preset_A,female,4,female4.png,/srv/filaka-shared/diploma-new/test-img/female4.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female4.png,adaface,5,ffhq/Part1/00505.png,reports/notebook_assets/ffhq_gallery/00505.png,0.7821139693260193,0.8002819418907166,0.7821139693260193,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,arcface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.21430373191833496,0.21430367231369019,0.22857797145843506,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,arcface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.7407451272010803,0.7407451272010803,0.6838680505752563,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,arcface,3,ffhq/Part1/03313.png,reports/notebook_assets/ffhq_gallery/03313.png,0.7696666717529297,0.7696666717529297,0.8026389479637146,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,arcface,4,ffhq/Part1/02338.png,reports/notebook_assets/ffhq_gallery/02338.png,0.7782435417175293,0.7782435417175293,0.774482786655426,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,arcface,5,ffhq/Part1/00115.png,reports/notebook_assets/ffhq_gallery/00115.png,0.7791596055030823,0.7791596055030823,0.780960202217102,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,adaface,1,ffhq/Part1/00128.png,reports/notebook_assets/ffhq_gallery/00128.png,0.22857797145843506,0.21430367231369019,0.22857797145843506,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,adaface,2,ffhq/Part1/04860.png,reports/notebook_assets/ffhq_gallery/04860.png,0.6838679909706116,0.7407451272010803,0.6838680505752563,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,adaface,3,ffhq/Part1/04511.png,reports/notebook_assets/ffhq_gallery/04511.png,0.7682798504829407,0.7871764302253723,0.7682798504829407,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,adaface,4,ffhq/Part1/02338.png,reports/notebook_assets/ffhq_gallery/02338.png,0.774482786655426,0.7782435417175293,0.774482786655426,False
hyperswap_1a_256,preset_A,female,5,female5.png,/srv/filaka-shared/diploma-new/test-img/female5.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/female/female5.png,adaface,5,ffhq/Part1/04429.png,reports/notebook_assets/ffhq_gallery/04429.png,0.7799499034881592,0.8142833709716797,0.7799499034881592,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,arcface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.18143963813781738,0.18143969774246216,0.20824921131134033,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,arcface,2,ffhq/Part1/02442.png,reports/notebook_assets/ffhq_gallery/02442.png,0.7962418794631958,0.7962418794631958,0.8103867769241333,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,arcface,3,ffhq/Part1/04191.png,reports/notebook_assets/ffhq_gallery/04191.png,0.8123707175254822,0.8123707175254822,0.8871890902519226,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,arcface,4,ffhq/Part1/03078.png,reports/notebook_assets/ffhq_gallery/03078.png,0.8125185966491699,0.8125185370445251,0.9041668772697449,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,arcface,5,ffhq/Part1/02436.png,reports/notebook_assets/ffhq_gallery/02436.png,0.8141846656799316,0.8141846060752869,0.8553664088249207,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,adaface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.20824921131134033,0.18143969774246216,0.20824921131134033,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,adaface,2,ffhq/Part1/04230.png,reports/notebook_assets/ffhq_gallery/04230.png,0.8068603277206421,0.9160478115081787,0.8068603277206421,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,adaface,3,ffhq/Part1/00581.png,reports/notebook_assets/ffhq_gallery/00581.png,0.8074997663497925,0.8426363468170166,0.8074997663497925,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,adaface,4,ffhq/Part1/02442.png,reports/notebook_assets/ffhq_gallery/02442.png,0.8103867769241333,0.7962418794631958,0.8103867769241333,False
hyperswap_1a_256,preset_A,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male1.png,adaface,5,ffhq/Part1/01656.png,reports/notebook_assets/ffhq_gallery/01656.png,0.8154491186141968,0.8207024335861206,0.8154491186141968,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,arcface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.266703724861145,0.266703724861145,0.3037121891975403,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,arcface,2,ffhq/Part1/04191.png,reports/notebook_assets/ffhq_gallery/04191.png,0.7727411985397339,0.7727411985397339,0.8332855105400085,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,arcface,3,ffhq/Part1/01647.png,reports/notebook_assets/ffhq_gallery/01647.png,0.8059213161468506,0.8059213161468506,0.7982878684997559,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,arcface,4,ffhq/Part1/00628.png,reports/notebook_assets/ffhq_gallery/00628.png,0.8086824417114258,0.8086824417114258,0.8876317143440247,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,arcface,5,ffhq/Part1/00570.png,reports/notebook_assets/ffhq_gallery/00570.png,0.8094479441642761,0.8094479441642761,0.7839332222938538,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,adaface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.3037121891975403,0.266703724861145,0.3037121891975403,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,adaface,2,ffhq/Part1/00570.png,reports/notebook_assets/ffhq_gallery/00570.png,0.783933162689209,0.8094479441642761,0.7839332222938538,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,adaface,3,ffhq/Part1/01647.png,reports/notebook_assets/ffhq_gallery/01647.png,0.7982878684997559,0.8059213161468506,0.7982878684997559,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,adaface,4,ffhq/Part1/03529.png,reports/notebook_assets/ffhq_gallery/03529.png,0.8108623027801514,0.8836239576339722,0.8108623623847961,False
hyperswap_1a_256,preset_A,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male2.png,adaface,5,ffhq/Part1/02934.png,reports/notebook_assets/ffhq_gallery/02934.png,0.8175767660140991,0.8650205135345459,0.8175767660140991,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,arcface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.23389530181884766,0.23389536142349243,0.30831366777420044,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,arcface,2,ffhq/Part1/00628.png,reports/notebook_assets/ffhq_gallery/00628.png,0.8074938654899597,0.8074938654899597,0.9060802459716797,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,arcface,3,ffhq/Part1/02436.png,reports/notebook_assets/ffhq_gallery/02436.png,0.8135253190994263,0.8135253190994263,0.8517975211143494,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,arcface,4,ffhq/Part1/03622.png,reports/notebook_assets/ffhq_gallery/03622.png,0.814428985118866,0.814428985118866,0.8184664845466614,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,arcface,5,ffhq/Part1/01077.png,reports/notebook_assets/ffhq_gallery/01077.png,0.8173879384994507,0.8173879384994507,0.9226997494697571,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,adaface,1,ffhq/Part1/00082.png,reports/notebook_assets/ffhq_gallery/00082.png,0.3083137273788452,0.23389536142349243,0.30831366777420044,False
hyperswap_1a_256,preset_A,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_A/male/male3.png,adaface,2,ffhq/Part1/02934.png,reports/notebook_assets/ffhq_gallery/02934.png,0.80718994140625,0.8300764560699463,0.80718994140625,False
